Date,Open,High,Low,Close,Adj Close,Volume
2023-10-13,24.139999,24.910000,23.230000,24.900000,24.900000,0
2023-10-16,25.690001,26.059999,25.260000,25.820000,25.820000,0
2023-10-17,25.190001,25.290001,24.290001,24.770000,24.770000,0
2023-10-18,25.070000,25.120001,24.389999,24.440001,24.440001,0
2023-10-19,24.959999,25.820000,24.920000,25.820000,25.820000,0
2023-10-20,26.549999,26.559999,25.809999,26.180000,26.180000,0
2023-10-24,26.830000,27.290001,26.709999,27.190001,27.190001,0
2023-10-25,26.980000,27.969999,26.299999,26.590000,26.590000,0
2023-10-26,27.410000,28.170000,27.059999,27.309999,27.309999,0
2023-10-27,27.129999,27.639999,25.889999,26.150000,26.150000,0
2023-10-30,26.930000,26.940001,25.809999,26.400000,26.400000,0
2023-10-31,26.200001,26.530001,25.879999,26.080000,26.080000,0
2023-11-01,25.690001,25.690001,25.020000,25.090000,25.090000,0
2023-11-02,24.730000,24.799999,23.889999,24.080000,24.080000,0
2023-11-03,23.830000,23.950001,23.370001,23.559999,23.559999,0
2023-11-06,24.120001,24.360001,23.969999,24.270000,24.270000,0
2023-11-07,23.700001,24.270000,23.590000,23.740000,23.740000,0
2023-11-08,23.629999,23.730000,22.900000,23.110001,23.110001,0
2023-11-09,22.980000,23.070000,22.490000,22.559999,22.559999,0
2023-11-10,22.790001,23.639999,22.760000,23.299999,23.299999,0
2023-11-13,23.629999,23.830000,23.240000,23.830000,23.830000,0
2023-11-14,23.959999,24.030001,23.670000,23.990000,23.990000,0
2023-11-15,24.200001,25.110001,23.969999,25.080000,25.080000,0
2023-11-16,24.760000,24.959999,23.959999,24.879999,24.879999,0
2023-11-17,25.049999,25.260000,24.680000,24.900000,24.900000,0
2023-11-20,24.450001,24.450001,24.450001,24.450001,24.450001,0
2023-11-21,24.440001,24.600000,24.049999,24.430000,24.430000,0
2023-11-22,23.920000,24.040001,23.340000,23.520000,23.520000,0
2023-11-23,23.420000,24.000000,22.940001,23.340000,23.340000,0
2023-11-24,23.620001,24.040001,23.350000,23.590000,23.590000,0
2023-11-27,23.820000,23.959999,23.540001,23.590000,23.590000,0
2023-11-28,23.490000,23.540001,23.049999,23.080000,23.080000,0
2023-11-29,23.030001,24.680000,22.820000,24.650000,24.650000,0
2023-11-30,24.309999,24.370001,23.360001,23.549999,23.549999,0
2023-12-01,23.320000,23.389999,22.910000,23.290001,23.290001,0
2023-12-04,24.219999,24.520000,23.209999,23.610001,23.610001,0
2023-12-05,23.850000,25.030001,23.500000,24.650000,24.650000,0
2023-12-06,24.830000,24.860001,23.600000,23.860001,23.860001,0
2023-12-07,23.990000,24.840000,23.590000,23.879999,23.879999,0
2023-12-08,23.830000,23.840000,23.160000,23.660000,23.660000,0
2023-12-11,24.760000,24.870001,24.090000,24.299999,24.299999,0
2023-12-12,24.250000,24.420000,23.639999,23.900000,23.900000,0
2023-12-13,23.570000,23.680000,22.760000,22.840000,22.840000,0
2023-12-14,22.790001,23.020000,22.209999,22.360001,22.360001,0
2023-12-15,22.700001,23.639999,22.379999,22.490000,22.490000,0
2023-12-18,23.120001,23.350000,22.809999,22.809999,22.809999,0
2023-12-19,22.799999,22.820000,22.059999,22.059999,22.059999,0
2023-12-20,22.250000,22.299999,21.450001,21.490000,21.490000,0
2023-12-21,23.080000,23.080000,21.059999,21.930000,21.930000,0
2023-12-22,22.180000,24.150000,21.219999,23.170000,23.170000,0
2023-12-27,23.690001,24.150000,23.110001,23.219999,23.219999,0
2023-12-28,22.790001,23.190001,22.320000,22.490000,22.490000,0
2023-12-29,22.200001,22.309999,21.740000,21.940001,21.940001,0
2024-01-02,22.750000,22.910000,22.120001,22.290001,22.290001,0
2024-01-03,22.139999,22.180000,21.780001,22.070000,22.070000,0
2024-01-04,22.230000,22.260000,21.629999,21.770000,21.770000,0
2024-01-05,21.820000,21.920000,21.410000,21.469999,21.469999,0
2024-01-08,21.920000,22.700001,21.620001,22.530001,22.530001,0
2024-01-09,22.200001,22.230000,21.709999,22.049999,22.049999,0
2024-01-10,22.030001,22.030001,21.530001,21.850000,21.850000,0
2024-01-11,21.780001,22.410000,21.600000,21.820000,21.820000,0
2024-01-12,22.020000,22.020000,21.100000,21.600000,21.600000,0
2024-01-15,21.840000,22.260000,21.750000,21.750000,21.750000,0
2024-01-16,22.170000,22.690001,21.730000,22.510000,22.510000,0
2024-01-17,23.400000,26.510000,23.370001,25.719999,25.719999,0
2024-01-18,25.430000,25.940001,24.680000,24.690001,24.690001,0
2024-01-19,24.299999,24.639999,23.469999,24.129999,24.129999,0
2024-01-22,24.219999,28.790001,24.219999,27.520000,27.520000,0
2024-01-23,26.049999,29.420000,26.049999,26.780001,26.780001,0
2024-01-24,26.980000,28.469999,26.230000,27.410000,27.410000,0
2024-01-25,26.040001,28.370001,25.629999,26.280001,26.280001,0
2024-01-26,26.420000,27.430000,24.840000,25.480000,25.480000,0
2024-01-29,26.010000,26.340000,25.309999,25.700001,25.700001,0
2024-01-30,26.180000,26.860001,25.080000,26.219999,26.219999,0
2024-01-31,25.809999,25.990000,25.020000,25.790001,25.790001,0
2024-02-01,25.840000,26.450001,24.820000,25.799999,25.799999,0
2024-02-02,25.400000,26.020000,24.990000,25.540001,25.540001,0
2024-02-05,27.070000,27.070000,27.070000,27.070000,27.070000,0
2024-02-06,26.920000,28.030001,25.320000,27.610001,27.610001,0
